productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216633,FC1_014,14,QUE_216633.xml,topic,Essential Vocabulary,1,DUMMIES,loath,reluctant,01HZHCFJZR8BPXFE5TBYGK0P02,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216634,FC1_015,15,QUE_216634.xml,topic,Essential Vocabulary,1,DUMMIES,genesis,creation,01HZHCFK5WM133GK15YS3KMEWW,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216635,FC1_016,16,QUE_216635.xml,topic,Essential Vocabulary,1,DUMMIES,culpable,guilty,01HZHCFKBXF39DKCJS5Q5AETJS,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216636,FC1_017,17,QUE_216636.xml,topic,Essential Vocabulary,1,DUMMIES,collide,to meet and strike violently,01HZHCFKJ1WYBJBCEJPCYK55Y0,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216637,FC1_018,18,QUE_216637.xml,topic,Essential Vocabulary,1,DUMMIES,disseminate,to circulate,01HZHCFKVG14MFYCYKXR3DWV9Z,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216638,FC1_019,19,QUE_216638.xml,topic,Essential Vocabulary,1,DUMMIES,authentic,of undisputed origin,01HZHCFM1K133YP7QZWNAF7KAA,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216639,FC1_020,20,QUE_216639.xml,topic,Essential Vocabulary,1,DUMMIES,facsimile,an exact copy or reproduction,01HZHCFM825SVDN9JNJQDRAA5M,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216640,FC1_021,21,QUE_216640.xml,topic,Essential Vocabulary,1,DUMMIES,intervene,to interfere for some end,01HZHCFME4N2NGQPFK77DRNA4M,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216641,FC1_022,22,QUE_216641.xml,topic,Essential Vocabulary,1,DUMMIES,monotony,a lack of variety,01HZHCFMN8J8QV6RXAN88P492Z,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216642,FC1_023,23,QUE_216642.xml,topic,Essential Vocabulary,1,DUMMIES,rendition,interpretation,01HZHCFMV87KMWE4H9HKP94WP5,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216643,FC1_024,24,QUE_216643.xml,topic,Essential Vocabulary,1,DUMMIES,zephyr,"any soft, gentle wind",01HZHCFN184CFZ5CHYB8Y0YC2N,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216644,FC1_025,25,QUE_216644.xml,topic,Essential Vocabulary,1,DUMMIES,transcend,to surpass,01HZHCFN790WSQNGJW4WWKYR3E,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216645,FC1_026,26,QUE_216645.xml,topic,Essential Vocabulary,1,DUMMIES,fluctuate,to pass backward and forward irregularly from one state or degree to another,01HZHCFNDDF01EDSGM1ADZN9FK,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216646,FC1_027,27,QUE_216646.xml,topic,Essential Vocabulary,1,DUMMIES,demented,insane,01HZHCFNMW2W1G5JD07H7PZYZQ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216647,FC1_028,28,QUE_216647.xml,topic,Essential Vocabulary,1,DUMMIES,accede,to agree,01HZHCFNYE2BZQPQA5TKSWYJ4B,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216648,FC1_029,29,QUE_216648.xml,topic,Essential Vocabulary,1,DUMMIES,transient,lasting a very short time,01HZHCFP5Z2QX7BWST0WP9VT6Q,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216649,FC1_030,30,QUE_216649.xml,topic,Essential Vocabulary,1,DUMMIES,reverence,a feeling of profound respect for someone or something,01HZHCFPC8A8VFACG8G2E290S7,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216650,FC1_031,31,QUE_216650.xml,topic,Essential Vocabulary,1,DUMMIES,prosperity,an economic state of growth or having good fortune,01HZHCFPJF6ZXX984BDXAC09VJ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216651,FC1_032,32,QUE_216651.xml,topic,Essential Vocabulary,1,DUMMIES,adversity,a stroke of ill fortune,01HZHCFPRS843QP1VQWN51DBT4,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216652,FC1_033,33,QUE_216652.xml,topic,Essential Vocabulary,1,DUMMIES,fortuitous,having no cause or apparent cause; lucky,01HZHCFPYTKE56CQVY4N84R140,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216653,FC1_034,34,QUE_216653.xml,topic,Essential Vocabulary,1,DUMMIES,discredit,to cause to be distrusted or disbelieved,01HZHCFQ4T17ASMB3R80GXD0NW,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216654,FC1_035,35,QUE_216654.xml,topic,Essential Vocabulary,1,DUMMIES,affliction,"a state of pain, distress, or grief",01HZHCFQAP9C3TEW6E6FECSP4Y,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216655,FC1_036,36,QUE_216655.xml,topic,Essential Vocabulary,1,DUMMIES,unwise,foolish,01HZHCFQGKYMG5TKEEZHMZDYY5,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216656,FC1_037,37,QUE_216656.xml,topic,Essential Vocabulary,1,DUMMIES,safeguard,to protect,01HZHCFQPRNX7T9VSDQQ7N3FZH,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216657,FC1_038,38,QUE_216657.xml,topic,Essential Vocabulary,1,DUMMIES,piccolo,a small flute,01HZHCFQWP6W7A83TG0NMG8N46,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216658,FC1_039,39,QUE_216658.xml,topic,Essential Vocabulary,1,DUMMIES,mishap,misfortune,01HZHCFR2KAETR5M54JTRE36MB,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216659,FC1_040,40,QUE_216659.xml,topic,Essential Vocabulary,1,DUMMIES,mania,insanity,01HZHCFR8J66YJ5D9E7M73MQJ8,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216660,FC1_041,41,QUE_216660.xml,topic,Essential Vocabulary,1,DUMMIES,lexicon,a dictionary,01HZHCFRQ500CCBP07ZKSHKPQN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216661,FC1_042,42,QUE_216661.xml,topic,Essential Vocabulary,1,DUMMIES,inception,the beginning,01HZHCFRX56EQJ0JVJBPRJBEMZ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216662,FC1_043,43,QUE_216662.xml,topic,Essential Vocabulary,1,DUMMIES,heifer,"a young, calfless cow",01HZHCFS3ZMQ5SX7WAWSNHKTWD,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216663,FC1_044,44,QUE_216663.xml,topic,Essential Vocabulary,1,DUMMIES,beneficial,helpful,01HZHCFSA093S9R3QEQ2VYSX7V,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216664,FC1_045,45,QUE_216664.xml,topic,Essential Vocabulary,1,DUMMIES,desist,to cease from action,01HZHCFSG0QWA3XNM357KK9WDB,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216665,FC1_046,46,QUE_216665.xml,topic,Essential Vocabulary,1,DUMMIES,fragile,capable of breaking easily,01HZHCFSPHMC4PFMVY5HG8KFJY,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216666,FC1_047,47,QUE_216666.xml,topic,Essential Vocabulary,1,DUMMIES,hoard,to gather or collect and keep,01HZHCFSWJP0EY5D8HNHJ73JX6,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216667,FC1_048,48,QUE_216667.xml,topic,Essential Vocabulary,1,DUMMIES,ire,wrath or anger,01HZHCFT2GJ8ZR4RP95N68N5MN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216668,FC1_049,49,QUE_216668.xml,topic,Essential Vocabulary,1,DUMMIES,lapse,"a slight deviation from what is right, proper, or just",01HZHCFTAF9M16WMVF81HQVXNR,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216669,FC1_050,50,QUE_216669.xml,topic,Essential Vocabulary,1,DUMMIES,narrator,one who tells a story,01HZHCFTGQ8FWTJA2SWPNMJ48H,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216670,FC1_051,51,QUE_216670.xml,topic,Essential Vocabulary,1,DUMMIES,frolicsome,playful,01HZHCFTPS85YG56Q8BV7YNNY4,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216671,FC1_052,52,QUE_216671.xml,topic,Essential Vocabulary,1,DUMMIES,probe,to search through and through,01HZHCFTZEMGH79KDNS996JJVM,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216672,FC1_053,53,QUE_216672.xml,topic,Essential Vocabulary,1,DUMMIES,aroma,an agreeable odor,01HZHCFV5KDH9DSFWN0BVV4KYA,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216673,FC1_054,54,QUE_216673.xml,topic,Essential Vocabulary,1,DUMMIES,auburn,reddish-brown,01HZHCFVCN42XX0PT3E0E8JBMK,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216674,FC1_055,55,QUE_216674.xml,topic,Essential Vocabulary,1,DUMMIES,cosmos,"the world or universe considered as a system, perfect in order and arrangement",01HZHCFVJRHJA6S0TX70NR76VF,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216675,FC1_056,56,QUE_216675.xml,topic,Essential Vocabulary,1,DUMMIES,immune,"exempt, as from disease",01HZHCFVSE50ES157Y87GXHJ0R,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216676,FC1_057,57,QUE_216676.xml,topic,Essential Vocabulary,1,DUMMIES,knead,"to mix and work into a homogeneous mass, especially with the hands",01HZHCFVZRDT27Z4CKFM7VQVVH,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216677,FC1_058,58,QUE_216677.xml,topic,Essential Vocabulary,1,DUMMIES,rapid,quick,01HZHCFW760VX6W5VM4XXHN393,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216678,FC1_059,59,QUE_216678.xml,topic,Essential Vocabulary,1,DUMMIES,submission,the yielding to the power or authority of another,01HZHCFWDR0PAVFYVRB3V53H4Y,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216679,FC1_060,60,QUE_216679.xml,topic,Essential Vocabulary,1,DUMMIES,waif,a homeless person or wanderer,01HZHCFWQ2EE5EJTWQ4JFPPF70,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216680,FC1_061,61,QUE_216680.xml,topic,Essential Vocabulary,1,DUMMIES,paraphrase,to reword or translate freely,01HZHCFX1YJHKKA03QSBCSA9GV,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216681,FC1_062,62,QUE_216681.xml,topic,Essential Vocabulary,1,DUMMIES,revile,subject to verbal abuse,01HZHCFX7X0XPGDKTNEQB7HJ55,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216682,FC1_063,63,QUE_216682.xml,topic,Essential Vocabulary,1,DUMMIES,brigand,one who lives by robbery and plunder,01HZHCFXDXW4SRKTAEK4BG9HY5,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216683,FC1_064,64,QUE_216683.xml,topic,Essential Vocabulary,1,DUMMIES,jovial,merry or happy,01HZHCFXMXJGXNPRW4CFSM7F2H,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216684,FC1_065,65,QUE_216684.xml,topic,Essential Vocabulary,1,DUMMIES,ordnance,a general name for all kinds of weapons and ammunition used in war,01HZHCFXV4NSHEQ709VMDPW74T,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216685,FC1_066,66,QUE_216685.xml,topic,Essential Vocabulary,1,DUMMIES,poignancy,"severity or acuteness, especially of pain or grief",01HZHCFY14AM06A5Y5RNV6EHE3,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216686,FC1_067,67,QUE_216686.xml,topic,Essential Vocabulary,1,DUMMIES,recur,"to happen again or repeatedly, especially at regular intervals",01HZHCFY8KZ0BGA7TZ49Q53SF0,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216687,FC1_068,68,QUE_216687.xml,topic,Essential Vocabulary,1,DUMMIES,nunnery,a convent for nuns,01HZHCFYENQZRYB7GXN5S7SZ0P,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216688,FC1_069,69,QUE_216688.xml,topic,Essential Vocabulary,1,DUMMIES,deride,to ridicule,01HZHCFYNRHCXQ3QG2Q8CM4FGN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216689,FC1_070,70,QUE_216689.xml,topic,Essential Vocabulary,1,DUMMIES,conjugate,joined together in pairs,01HZHCFYVRXGSTRM4498D4NFW4,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216690,FC1_071,71,QUE_216690.xml,topic,Essential Vocabulary,1,DUMMIES,abrupt,"beginning, ending, or changing suddenly",01HZHCFZ1R4E9K3AN1A8R4TR3C,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216691,FC1_072,72,QUE_216691.xml,topic,Essential Vocabulary,1,DUMMIES,abeyance,temporary suspension,01HZHCFZ7TJVKBXEW8A3EKMBZ3,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216692,FC1_073,73,QUE_216692.xml,topic,Essential Vocabulary,1,DUMMIES,sturdy,well-built,01HZHCFZDGYX8425EVDTWQD89B,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216693,FC1_074,74,QUE_216693.xml,topic,Essential Vocabulary,1,DUMMIES,bullock,a young bull or ox,01HZHCFZK7HWHQH2QYX7R0T0MQ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216694,FC1_075,75,QUE_216694.xml,topic,Essential Vocabulary,1,DUMMIES,brevity,shortness of duration,01HZHCFZRX697BQK0AT7Y12YCS,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216695,FC1_076,76,QUE_216695.xml,topic,Essential Vocabulary,1,DUMMIES,veracious,truthful,01HZHCFZYKSRHVE6X82AKAPY65,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216696,FC1_077,77,QUE_216696.xml,topic,Essential Vocabulary,1,DUMMIES,pardon,the excusing of an offense without exacting a penalty,01HZHCG0486PGKR50Y03494FAN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216697,FC1_078,78,QUE_216697.xml,topic,Essential Vocabulary,1,DUMMIES,lustrous,reflecting light evenly and efficiently without glitter or sparkle,01HZHCG0B9PQBESJ169KGTT0MJ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216698,FC1_079,79,QUE_216698.xml,topic,Essential Vocabulary,1,DUMMIES,impertinent,characterized by rudeness,01HZHCG0H1H6PK3BFMX85M8TMV,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216699,FC1_080,80,QUE_216699.xml,topic,Essential Vocabulary,1,DUMMIES,indigent,poor,01HZHCG0PRENQP5SWBWAXSDV65,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216700,FC1_081,81,QUE_216700.xml,topic,Essential Vocabulary,1,DUMMIES,null,"having no value, or zero",01HZHCG0WGKEPFHXT7WN1BNN1H,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216701,FC1_082,82,QUE_216701.xml,topic,Essential Vocabulary,1,DUMMIES,buffoon,clown,01HZHCG129Q8ACW17CETXN7F3R,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216702,FC1_083,83,QUE_216702.xml,topic,Essential Vocabulary,1,DUMMIES,terminate,come to an end,01HZHCG1AAAT287TPXTNA6HM6M,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216703,FC1_084,84,QUE_216703.xml,topic,Essential Vocabulary,1,DUMMIES,arbor,"a shelter of vines or branches, or a tree",01HZHCG1G1C871B02N3JFK57Z6,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216704,FC1_085,85,QUE_216704.xml,topic,Essential Vocabulary,1,DUMMIES,enmity,active hatred or ill will,01HZHCG1NR7GAXB9ST3AMBRKSS,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216705,FC1_086,86,QUE_216705.xml,topic,Essential Vocabulary,1,DUMMIES,craving,"an intense, abnormal, or urgent desire",01HZHCG1VKH7TD2EEMSZ6MF0KW,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216706,FC1_087,87,QUE_216706.xml,topic,Essential Vocabulary,1,DUMMIES,dubious,of doubtful promise or outcome,01HZHCG21E3W07FNGAG92GQ0YG,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216707,FC1_088,88,QUE_216707.xml,topic,Essential Vocabulary,1,DUMMIES,confiscate,to deprive of property,01HZHCG274XRYBB91FCVJ2NWEY,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216708,FC1_089,89,QUE_216708.xml,topic,Essential Vocabulary,1,DUMMIES,guile,deceitful cunning,01HZHCG2EMHZYBM469Q9JW1YGG,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216709,FC1_090,90,QUE_216709.xml,topic,Essential Vocabulary,1,DUMMIES,weal,"a sound, healthy, or prosperous state",01HZHCG2N9BSD9JW8M9R7ZB8A0,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216710,FC1_091,91,QUE_216710.xml,topic,Essential Vocabulary,1,DUMMIES,meager,sparse,01HZHCG2VRSH4R2JWT8BVS0ED0,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216711,FC1_092,92,QUE_216711.xml,topic,Essential Vocabulary,1,DUMMIES,deplore,to feel or express grief or regret strongly,01HZHCG31E2HT01QXGNXGAX7GG,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216712,FC1_093,93,QUE_216712.xml,topic,Essential Vocabulary,1,DUMMIES,yearn,"to long for persistently, sadly, or wistfully",01HZHCG37DZZ7SX514KNVR7P2X,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216713,FC1_094,94,QUE_216713.xml,topic,Essential Vocabulary,1,DUMMIES,fraternal,"relating to, or involving brothers",01HZHCG3DCS5B95AV7GYS6TH13,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216714,FC1_095,95,QUE_216714.xml,topic,Essential Vocabulary,1,DUMMIES,rigid,inflexible,01HZHCG3K0A01A3X4WZC7Z69KB,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216715,FC1_096,96,QUE_216715.xml,topic,Essential Vocabulary,1,DUMMIES,ghastly,terrifyingly horrible to the senses,01HZHCG3S0TRXHCVJJVDFV0B7R,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216716,FC1_097,97,QUE_216716.xml,topic,Essential Vocabulary,1,DUMMIES,subterfuge,evasion,01HZHCG40DWK3NRVV8B4QBZ0FA,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216717,FC1_098,98,QUE_216717.xml,topic,Essential Vocabulary,1,DUMMIES,habitant,dweller,01HZHCG46HGG1DSBHKQZMKHB99,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216718,FC1_099,99,QUE_216718.xml,topic,Essential Vocabulary,1,DUMMIES,invalid,being without foundation,01HZHCG4CG25R3VPCZRMFQ78SP,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216719,FC1_100,100,QUE_216719.xml,topic,Essential Vocabulary,1,DUMMIES,illustrious,famous,01HZHCG4J75DWPAWZND1WHABQ6,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216720,FC1_101,101,QUE_216720.xml,topic,Essential Vocabulary,1,DUMMIES,surround,to enclose on all sides,01HZHCG4RRR6J2SY16X6NQH1G9,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216721,FC1_102,102,QUE_216721.xml,topic,Essential Vocabulary,1,DUMMIES,benefit,something that promotes well-being,01HZHCG53YKVHTGE82ZPPZ5QBJ,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216722,FC1_103,103,QUE_216722.xml,topic,Essential Vocabulary,1,DUMMIES,cite,to specify or refer to,01HZHCG59P7XJ4P6VS0FGF26RH,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216723,FC1_104,104,QUE_216723.xml,topic,Essential Vocabulary,1,DUMMIES,recline,lean,01HZHCG5GEZKMQ106B3FZD9FBW,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216724,FC1_105,105,QUE_216724.xml,topic,Essential Vocabulary,1,DUMMIES,spectator,observer,01HZHCG5Q9EM2CNE79HJ1X4DSN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216725,FC1_106,106,QUE_216725.xml,topic,Essential Vocabulary,1,DUMMIES,preserve,to keep safe or intact,01HZHCG5XJ5E7Q812DEN21YTW5,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216726,FC1_107,107,QUE_216726.xml,topic,Essential Vocabulary,1,DUMMIES,facilitate,to help make easier; to bring about.,01HZHCG67PVW3AZQMDKYJVW35S,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216727,FC1_108,108,QUE_216727.xml,topic,Essential Vocabulary,1,DUMMIES,paradigm,model,01HZHCG6DDXQ26HFNGEC5SJPEK,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216728,FC1_109,109,QUE_216728.xml,topic,Essential Vocabulary,1,DUMMIES,hinder,prevent,01HZHCG6KVFE54R32WYCVZ8FKB,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216729,FC1_110,110,QUE_216729.xml,topic,Essential Vocabulary,1,DUMMIES,comfortable,enjoying contentment,01HZHCG6SM7ZAJ8926CVQC4N9N,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216730,FC1_111,111,QUE_216730.xml,topic,Essential Vocabulary,1,DUMMIES,secure,"safe, not exposed to danger or harm",01HZHCG6ZA28J7EY5YS395DJPW,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216731,FC1_112,112,QUE_216731.xml,topic,Essential Vocabulary,1,DUMMIES,assimilate,to absorb,01HZHCG74Z959F26YTMJCHWHK7,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216732,FC1_113,113,QUE_216732.xml,topic,Essential Vocabulary,1,DUMMIES,theory,a proposed explanation,01HZHCG7ARGHSWMKDYEXKX3E2P,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216733,FC1_114,114,QUE_216733.xml,topic,Essential Vocabulary,1,DUMMIES,cognizance,awareness,01HZHCG7HB6652PJXNGCE9SGC6,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216734,FC1_115,115,QUE_216734.xml,topic,Essential Vocabulary,1,DUMMIES,flagrant,obvious or glaring,01HZHCG7Q54CV6BJNFXKJQBNMM,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216735,FC1_116,116,QUE_216735.xml,topic,Essential Vocabulary,1,DUMMIES,adept,"very skilled, proficient; expert",01HZHCG7WZE0P5032NTKBAXQGH,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216736,FC1_117,117,QUE_216736.xml,topic,Essential Vocabulary,1,DUMMIES,pretend,to appear falsely,01HZHCG82XXWNNPYS2Z5X0XZW8,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216737,FC1_118,118,QUE_216737.xml,topic,Essential Vocabulary,1,DUMMIES,clever,having sharp intelligence or wit,01HZHCG8A4W1GK1MFHVN2269SN,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216738,FC1_119,119,QUE_216738.xml,topic,Essential Vocabulary,1,DUMMIES,edible,able to be eaten as food,01HZHCG8JT67R4HAF60F946SE7,
5cf776d2-054c-412e-bed8-6036579d7b35,PROD,QUE_216739,FC1_120,120,QUE_216739.xml,topic,Essential Vocabulary,1,DUMMIES,pretense,"a false show of something, dishonesty",01HZHCG8RREYZH38DR297GRM1N,
