productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226665,FC1_027,27,QUE_226665.xml,topic,"Essential Vocabulary",1,DUMMIES,demented,insane,"01J1WDQCBYTEH0MD3GFE9FDMMT",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226666,FC1_028,28,QUE_226666.xml,topic,"Essential Vocabulary",1,DUMMIES,accede,"to agree","01J1WDQCMNW7CRYSMNF5NNHT5V",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226667,FC1_029,29,QUE_226667.xml,topic,"Essential Vocabulary",1,DUMMIES,transient,"lasting a very short time","01J1WDQCYJRCYYHN9NDYE74HTK",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226668,FC1_030,30,QUE_226668.xml,topic,"Essential Vocabulary",1,DUMMIES,reverence,"a feeling of profound respect for someone or something","01J1WDQD4TJ5C62TVD7DH2BKY4",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226669,FC1_031,31,QUE_226669.xml,topic,"Essential Vocabulary",1,DUMMIES,prosperity,"an economic state of growth or having good fortune","01J1WDQDAPTZQ0DKX5ZB7Q7R5C",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226670,FC1_032,32,QUE_226670.xml,topic,"Essential Vocabulary",1,DUMMIES,adversity,"a stroke of ill fortune","01J1WDQDN85MJ2GJSWSC21B2D4",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226671,"241187 2425 ASVABFD_vFC_033",33,QUE_226671.xml,topic,"Essential Vocabulary",1,DUMMIES,fortuitous,"happening by chance; lucky or fortunate","01J1WDQDVKCFF5Y8CCXCTWQPPA",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226672,FC1_034,34,QUE_226672.xml,topic,"Essential Vocabulary",1,DUMMIES,discredit,"to cause to be distrusted or disbelieved","01J1WDQE2H03RKKQNSAF56CE3X",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226673,FC1_035,35,QUE_226673.xml,topic,"Essential Vocabulary",1,DUMMIES,affliction,"a state of pain, distress, or grief","01J1WDQE9NK3BQW5AREQFD5X45",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226674,FC1_036,36,QUE_226674.xml,topic,"Essential Vocabulary",1,DUMMIES,unwise,foolish,"01J1WDQEG6RX3DZXRXJ9BPX0WM",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226675,FC1_037,37,QUE_226675.xml,topic,"Essential Vocabulary",1,DUMMIES,safeguard,"to protect","01J1WDQENV557VMWEJ4K18QVD4",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226676,FC1_038,38,QUE_226676.xml,topic,"Essential Vocabulary",1,DUMMIES,piccolo,"a small flute","01J1WDQEVV6FXBAEV3NJ117BRZ",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226677,FC1_039,39,QUE_226677.xml,topic,"Essential Vocabulary",1,DUMMIES,mishap,misfortune,"01J1WDQF2S2M70V2FS1D7TW809",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226678,FC1_040,40,QUE_226678.xml,topic,"Essential Vocabulary",1,DUMMIES,mania,insanity,"01J1WDQF92Y58Q5TVDTMGPT5SM",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226679,"241187 2425 ASVABFD_vFC_041",41,QUE_226679.xml,topic,"Essential Vocabulary",1,DUMMIES,lexicon,"a vocabulary or dictionary","01J1WDQFFHYDYYEC11RWNK12MN",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226680,FC1_042,42,QUE_226680.xml,topic,"Essential Vocabulary",1,DUMMIES,inception,"the beginning","01J1WDQFN5AFAKFFHZMN8AKJ54",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226681,FC1_043,43,QUE_226681.xml,topic,"Essential Vocabulary",1,DUMMIES,heifer,"a young, calfless cow","01J1WDQFVYQ50XKG5YAAVY2FTN",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226682,FC1_044,44,QUE_226682.xml,topic,"Essential Vocabulary",1,DUMMIES,beneficial,helpful,"01J1WDQG2DJ8CN62R4AHAQS3VH",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226683,FC1_045,45,QUE_226683.xml,topic,"Essential Vocabulary",1,DUMMIES,desist,"to cease from action","01J1WDQG8TM6T9EPM5EM5RYFWC",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226684,FC1_046,46,QUE_226684.xml,topic,"Essential Vocabulary",1,DUMMIES,fragile,"capable of breaking easily","01J1WDQGN6980KB5GPQPDVZ2DP",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226685,FC1_047,47,QUE_226685.xml,topic,"Essential Vocabulary",1,DUMMIES,hoard,"to gather or collect and keep","01J1WDQGWGJ7N9G9W9FJXSCQ9H",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226686,FC1_048,48,QUE_226686.xml,topic,"Essential Vocabulary",1,DUMMIES,ire,"wrath or anger","01J1WDQH2QRR9FEZBN8PE0N7PQ",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226687,FC1_049,49,QUE_226687.xml,topic,"Essential Vocabulary",1,DUMMIES,lapse,"a slight deviation from what is right, proper, or just","01J1WDQH911PD6JN75BEGCCGX4",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226688,FC1_050,50,QUE_226688.xml,topic,"Essential Vocabulary",1,DUMMIES,narrator,"one who tells a story","01J1WDQHFK3E2PEEDPMMSWVHJG",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226689,FC1_051,51,QUE_226689.xml,topic,"Essential Vocabulary",1,DUMMIES,frolicsome,playful,"01J1WDQHNSJZ7FG6YWKGHHF15G",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226690,FC1_052,52,QUE_226690.xml,topic,"Essential Vocabulary",1,DUMMIES,probe,"to search through and through","01J1WDQHVKMYKK0ADSYBNRCKN3",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226691,"241187 2425 ASVABFD_vFC_053",53,QUE_226691.xml,topic,"Essential Vocabulary",1,DUMMIES,aroma,"a pleasant smell","01J1WDQJ1XXKA07GEXK5G8B930",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226692,FC1_054,54,QUE_226692.xml,topic,"Essential Vocabulary",1,DUMMIES,auburn,reddish-brown,"01J1WDQJ87NZX0Q0AGRB0FAFD7",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226693,"241187 2425 ASVABFD_vFC_055",55,QUE_226693.xml,topic,"Essential Vocabulary",1,DUMMIES,cosmos,"the universe seen as a system or a well-ordered whole","01J1WDQJEJPR0S29M71RY0D5K2",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226694,"241187 2425 ASVABFD_vFC_056",56,QUE_226694.xml,topic,"Essential Vocabulary",1,DUMMIES,immune,"resistant to disease; exempt from an obligation or effects from something","01J1WDQJMM30R80WSD8XK0504E",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226695,"241187 2425 ASVABFD_vFC_057",57,QUE_226695.xml,topic,"Essential Vocabulary",1,DUMMIES,knead,"to massage or squeeze with the hands","01J1WDQJTXXQGE4E73DM7T9H2G",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226696,FC1_058,58,QUE_226696.xml,topic,"Essential Vocabulary",1,DUMMIES,rapid,quick,"01J1WDQK1944FNZ9V3201JSYF9",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226697,"241187 2425 ASVABFD_vFC_059",59,QUE_226697.xml,topic,"Essential Vocabulary",1,DUMMIES,submission,"yielding to a superior force or authority; the act of presenting a document for consideration or judgment","01J1WDQK840RQ9WVEFY13AQXAD",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226698,FC1_060,60,QUE_226698.xml,topic,"Essential Vocabulary",1,DUMMIES,waif,"a homeless person or wanderer","01J1WDQKDTEMYHGHF60061H5WM",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226699,FC1_061,61,QUE_226699.xml,topic,"Essential Vocabulary",1,DUMMIES,paraphrase,"to reword or translate freely","01J1WDQKKHPYFRC3W2S5GFTY6P",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226700,"241187 2425 ASVABFD_vFC_062",62,QUE_226700.xml,topic,"Essential Vocabulary",1,DUMMIES,revile,"criticize in an angry or abusive manner","01J1WDQM3SS4VEN6WMJ89JN5J5",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226701,FC1_063,63,QUE_226701.xml,topic,"Essential Vocabulary",1,DUMMIES,brigand,"one who lives by robbery and plunder","01J1WDQMG004269M6P7PCSQ0X0",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226702,FC1_064,64,QUE_226702.xml,topic,"Essential Vocabulary",1,DUMMIES,jovial,"merry or happy","01J1WDQMPD96SWAZVBKFPP5S33",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226703,FC1_065,65,QUE_226703.xml,topic,"Essential Vocabulary",1,DUMMIES,ordnance,"a general name for all kinds of weapons and ammunition used in war","01J1WDQMX05YKAYJJJK55GZN2D",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226704,"241187 2425 ASVABFD_vFC_066",66,QUE_226704.xml,topic,"Essential Vocabulary",1,DUMMIES,poignancy,"the quality of evoking sadness or regret","01J1WDQN3TQGQ8TVG085YXZA4S",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226705,FC1_067,67,QUE_226705.xml,topic,"Essential Vocabulary",1,DUMMIES,recur,"to happen again or repeatedly, especially at regular intervals","01J1WDQNAP5RHJ7Z0G7HRGRRM4",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226706,FC1_068,68,QUE_226706.xml,topic,"Essential Vocabulary",1,DUMMIES,nunnery,"a convent for nuns","01J1WDQNH5Z3HGST369S49JZAS",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226707,FC1_069,69,QUE_226707.xml,topic,"Essential Vocabulary",1,DUMMIES,deride,"to ridicule","01J1WDQNQXWYRZX81NXQRPCMDJ",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226708,FC1_070,70,QUE_226708.xml,topic,"Essential Vocabulary",1,DUMMIES,conjugate,"joined together in pairs","01J1WDQNYHWWH80XT761Y2CMJK",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226709,FC1_071,71,QUE_226709.xml,topic,"Essential Vocabulary",1,DUMMIES,abrupt,"beginning, ending, or changing suddenly","01J1WDQPAPFFWTB4KC5SVPNDFE",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226710,"241187 2425 ASVABFD_vFC_072",72,QUE_226710.xml,topic,"Essential Vocabulary",1,DUMMIES,abeyance,"temporary disuse or suspension","01J1WDQPH8FP9H4MV5YC8K0S6B",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226711,FC1_073,73,QUE_226711.xml,topic,"Essential Vocabulary",1,DUMMIES,sturdy,well-built,"01J1WDQPQD2D804S0R1BM6K1P9",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226712,FC1_074,74,QUE_226712.xml,topic,"Essential Vocabulary",1,DUMMIES,bullock,"a young bull or ox","01J1WDQPXQTRK80DWAPQYT9H5H",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226713,FC1_075,75,QUE_226713.xml,topic,"Essential Vocabulary",1,DUMMIES,brevity,"shortness of duration","01J1WDQQFQ7RFEEZMETRQV9YFG",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226714,FC1_076,76,QUE_226714.xml,topic,"Essential Vocabulary",1,DUMMIES,veracious,truthful,"01J1WDQQP5X9Y548GGQCEM02TP",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226715,FC1_077,77,QUE_226715.xml,topic,"Essential Vocabulary",1,DUMMIES,pardon,"the excusing of an offense without exacting a penalty","01J1WDQQWQXQ44SM2K2QSC75QN",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226716,FC1_078,78,QUE_226716.xml,topic,"Essential Vocabulary",1,DUMMIES,lustrous,"reflecting light evenly and efficiently without glitter or sparkle","01J1WDQR2ZHHM9R4NJG3DK647Q",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226717,FC1_079,79,QUE_226717.xml,topic,"Essential Vocabulary",1,DUMMIES,impertinent,"characterized by rudeness","01J1WDQR9V1PE1QF64DET21AJH",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226718,FC1_080,80,QUE_226718.xml,topic,"Essential Vocabulary",1,DUMMIES,indigent,poor,"01J1WDQRG4GVSV2ZJRNSTD0N9E",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226719,FC1_081,81,QUE_226719.xml,topic,"Essential Vocabulary",1,DUMMIES,null,"having no value, or zero","01J1WDQS0BF64WB3B9S3JRQE3D",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226720,FC1_082,82,QUE_226720.xml,topic,"Essential Vocabulary",1,DUMMIES,buffoon,clown,"01J1WDQS9QYRZ03SGRBRMSN02N",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226721,FC1_083,83,QUE_226721.xml,topic,"Essential Vocabulary",1,DUMMIES,terminate,"come to an end","01J1WDQSG4D743DPERR34GXXWZ",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226722,FC1_084,84,QUE_226722.xml,topic,"Essential Vocabulary",1,DUMMIES,arbor,"a shelter of vines or branches, or a tree","01J1WDQSNTEXWE8GC20GCN9V25",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226723,"241187 2425 ASVABFD_vFC_085",85,QUE_226723.xml,topic,"Essential Vocabulary",1,DUMMIES,enmity,"active opposition or hostility to someone or something","01J1WDQSVR7J4NEJJ4E2S1Y6DY",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226724,FC1_086,86,QUE_226724.xml,topic,"Essential Vocabulary",1,DUMMIES,craving,"an intense, abnormal, or urgent desire","01J1WDQT2K1WND426EDC4YRNTM",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226725,"241187 2425 ASVABFD_vFC_087",87,QUE_226725.xml,topic,"Essential Vocabulary",1,DUMMIES,dubious,"hesitating or doubting; something suspect","01J1WDQT8XV657DSZS5NXWHM77",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226726,FC1_088,88,QUE_226726.xml,topic,"Essential Vocabulary",1,DUMMIES,confiscate,"to deprive of property","01J1WDQTFZ176P0D70KWASMS1A",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226727,FC1_089,89,QUE_226727.xml,topic,"Essential Vocabulary",1,DUMMIES,guile,"deceitful cunning","01J1WDQTNRQC4BE1JBASGC0KTX",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226728,"241187 2425 ASVABFD_vFC_090",90,QUE_226728.xml,topic,"Essential Vocabulary",1,DUMMIES,weal,"a red, raised mark left on flesh; welt","01J1WDQTX6TQD0BWST3YF5Z5PZ",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226729,FC1_091,91,QUE_226729.xml,topic,"Essential Vocabulary",1,DUMMIES,meager,sparse,"01J1WDQV4BSVR0D9ZV5M03C11N",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226730,"241187 2425 ASVABFD_vFC_092",92,QUE_226730.xml,topic,"Essential Vocabulary",1,DUMMIES,deplore,"to feel or express strong disapproval or something","01J1WDQVA0TGV98J1VS22E52N7",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226731,FC1_093,93,QUE_226731.xml,topic,"Essential Vocabulary",1,DUMMIES,yearn,"to long for persistently, sadly, or wistfully","01J1WDQVGTYNE1DKY2XB48ZJRB",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226732,FC1_094,94,QUE_226732.xml,topic,"Essential Vocabulary",1,DUMMIES,fraternal,"relating to, or involving brothers","01J1WDQVQ3M178PJ4BYZHP7QD3",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226733,FC1_095,95,QUE_226733.xml,topic,"Essential Vocabulary",1,DUMMIES,rigid,inflexible,"01J1WDQVXN8HP8DBC4X3TW2JJM",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226734,FC1_096,96,QUE_226734.xml,topic,"Essential Vocabulary",1,DUMMIES,ghastly,"terrifyingly horrible to the senses","01J1WDQW41XE02E4KT1WJVY04E",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226735,FC1_097,97,QUE_226735.xml,topic,"Essential Vocabulary",1,DUMMIES,subterfuge,evasion,"01J1WDQW9SXWXZXSB5APZEKNTF",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226736,FC1_098,98,QUE_226736.xml,topic,"Essential Vocabulary",1,DUMMIES,habitant,dweller,"01J1WDQWG7H687J2J0NS3EEJWN",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226737,"241187 2425 ASVABFD_vFC_099",99,QUE_226737.xml,topic,"Essential Vocabulary",1,DUMMIES,invalid,"being without foundation in fact, truth, or law","01J1WDQWNYCCNKNYWMH513B4G5",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226738,FC1_100,100,QUE_226738.xml,topic,"Essential Vocabulary",1,DUMMIES,illustrious,famous,"01J1WDQWVM0J78BJBYYR6DVD7R",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226739,FC1_101,101,QUE_226739.xml,topic,"Essential Vocabulary",1,DUMMIES,surround,"to enclose on all sides","01J1WDQX22EBV9GF29BJPJSHTH",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226740,"241187 2425 ASVABFD_vFC_102",102,QUE_226740.xml,topic,"Essential Vocabulary",1,DUMMIES,benefit,"an advantage or profit","01J1WDQXBNXGD97QTQEGMBH5XB",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226741,FC1_103,103,QUE_226741.xml,topic,"Essential Vocabulary",1,DUMMIES,cite,"to specify or refer to","01J1WDQXJS65535FY0A0X57GDR",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226742,FC1_104,104,QUE_226742.xml,topic,"Essential Vocabulary",1,DUMMIES,recline,lean,"01J1WDQXSD7BT66BFXBG8DKY43",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226743,FC1_105,105,QUE_226743.xml,topic,"Essential Vocabulary",1,DUMMIES,spectator,observer,"01J1WDQY01H519PA8B71KVASHN",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226744,FC1_106,106,QUE_226744.xml,topic,"Essential Vocabulary",1,DUMMIES,preserve,"to keep safe or intact","01J1WDQY9Y7JWYKVV32XN0CV1C",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226745,"241187 2425 ASVABFD_vFC_107",107,QUE_226745.xml,topic,"Essential Vocabulary",1,DUMMIES,facilitate,"to help make easier; to bring about","01J1WDQYGXS81RG8E154RXK8ZP",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226746,FC1_108,108,QUE_226746.xml,topic,"Essential Vocabulary",1,DUMMIES,paradigm,model,"01J1WDQYQ7DHHEYQ1R9H4EM76F",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226747,"241187 2425 ASVABFD_vFC_109",109,QUE_226747.xml,topic,"Essential Vocabulary",1,DUMMIES,hinder,"create difficulties for someone or something that results in delay or obstruction","01J1WDQYX9Q3NKAVC63A65N8NG",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226748,FC1_110,110,QUE_226748.xml,topic,"Essential Vocabulary",1,DUMMIES,comfortable,"enjoying contentment","01J1WDQZBJ4F8Z8XECX1YJKSAR",
"1c85d135-558a-4cc0-821a-6e0c9a43b08f",PROD,QUE_226749,FC1_111,111,QUE_226749.xml,topic,"Essential Vocabulary",1,DUMMIES,secure,"safe, not exposed to danger or harm","01J1WDQZJ54TY5QADB5MNAHB4A",
