productID,env,id,title,order,href,placementType,topic,topicOrder,type,frontText,backText,responseID,errors
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220195,911648 GRE 8E_FC_027,27,QUE_220195.xml,topic,Vocabulary,1,DUMMIES,ascetic,Representative of severe self-denial,01HWMYZP8Y1B46BNDX34AKZMRA,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220196,911648 GRE 8E_FC_028,28,QUE_220196.xml,topic,Vocabulary,1,DUMMIES,assiduous,"Persistent, diligent, and careful",01HWMYZPEZBH1CCRZ78RP0CYPZ,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220197,911648 GRE 8E_FC_029,29,QUE_220197.xml,topic,Vocabulary,1,DUMMIES,astute,Keen; wise,01HWMYZPN0C206RP1CMNTBC1M3,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220198,911648 GRE 8E_FC_030,30,QUE_220198.xml,topic,Vocabulary,1,DUMMIES,audacious,"Fearless, bold",01HWMYZPVAP8M43KXK2BJPAHNV,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220199,911648 GRE 8E_FC_031,31,QUE_220199.xml,topic,Vocabulary,1,DUMMIES,austere,Unadorned; severely simple,01HWMYZQ22YMN0GPH4RSZ3BRY3,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220200,911648 GRE 8E_FC_032,32,QUE_220200.xml,topic,Vocabulary,1,DUMMIES,aver,To affirm; to declare to be the truth,01HWMYZQ87AAE10RE22NR4QWGM,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220201,911648 GRE 8E_FC_033,33,QUE_220201.xml,topic,Vocabulary,1,DUMMIES,banal,Trite; commonplace,01HWMYZQE7PHVGNKDF55HB5G09,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220202,911648 GRE 8E_FC_034,34,QUE_220202.xml,topic,Vocabulary,1,DUMMIES,base,Foundation; main part; basis; Simple; boring; Immoral (adj.),01HWMYZQMA41TY9M1WXG03MXF5,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220203,911648 GRE 8E_FC_035,35,QUE_220203.xml,topic,Vocabulary,1,DUMMIES,beset,"To surround, as in to attack",01HWMYZQT7AA52DGGPEH1N4GVE,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220204,911648 GRE 8E_FC_036,36,QUE_220204.xml,topic,Vocabulary,1,DUMMIES,blatant,Obvious; flagrant; glaring,01HWMYZR06V70ZPFT1BBAEEPVB,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220205,911648 GRE 8E_FC_037,37,QUE_220205.xml,topic,Vocabulary,1,DUMMIES,bolster,To support; to reinforce,01HWMYZR62MGA545PFR362TMD5,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220206,911648 GRE 8E_FC_038,38,QUE_220206.xml,topic,Vocabulary,1,DUMMIES,bombastic,Using inflated language; pompous,01HWMYZRCAXEX85AWV6VN7VVPV,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220207,911648 GRE 8E_FC_039,39,QUE_220207.xml,topic,Vocabulary,1,DUMMIES,boon,A timely benefit,01HWMYZRJABWKQ86NV4JP80QVV,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220208,911648 GRE 8E_FC_040,40,QUE_220208.xml,topic,Vocabulary,1,DUMMIES,brevity,The quality of being brief or concise,01HWMYZRRAA2N4ANY1VE6K32SQ,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220209,911648 GRE 8E_FC_041,41,QUE_220209.xml,topic,Vocabulary,1,DUMMIES,browbeat,To intimidate in an overbearing manner,01HWMYZRYAVAFXSY1HG92NTDRP,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220210,911648 GRE 8E_FC_042,42,QUE_220210.xml,topic,Vocabulary,1,DUMMIES,bumptious,Offensively self-assertive; pushy,01HWMYZS4D755B20DMT0B1K4M4,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220211,911648 GRE 8E_FC_043,43,QUE_220211.xml,topic,Vocabulary,1,DUMMIES,bungle,To perform clumsily or inadequately; botch,01HWMYZSHKXA1ACS9T4QZ4C71G,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220212,911648 GRE 8E_FC_044,44,QUE_220212.xml,topic,Vocabulary,1,DUMMIES,burgeon,Begin to grow or increase rapidly; flourish,01HWMYZSQMPKN3WXJDJVFPP8T3,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220213,911648 GRE 8E_FC_045,45,QUE_220213.xml,topic,Vocabulary,1,DUMMIES,cacophony,"A disagreeable, harsh, or discordant sound or tone",01HWMYZSXJB28YQYBTP18KBEEN,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220214,911648 GRE 8E_FC_046,46,QUE_220214.xml,topic,Vocabulary,1,DUMMIES,callous,Insensitive; indifferent,01HWMYZT3JRJ462Y0CPTXRB1VY,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220215,911648 GRE 8E_FC_047,47,QUE_220215.xml,topic,Vocabulary,1,DUMMIES,calumniate,To make false and malicious statements about,01HWMYZT9HQB3P076GSNWNN346,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220216,911648 GRE 8E_FC_048,48,QUE_220216.xml,topic,Vocabulary,1,DUMMIES,candor,"Sharp honesty, fairness in expressing one's views",01HWMYZTFKGXFTB3EKWW577S12,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220217,911648 GRE 8E_FC_049,49,QUE_220217.xml,topic,Vocabulary,1,DUMMIES,chicanery,"Use of trickery to deceive; Trickery, deception, especially through the use of questionable logic",01HWMYZTNVRH4923TPCCPMHVJD,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220218,911648 GRE 8E_FC_050,50,QUE_220218.xml,topic,Vocabulary,1,DUMMIES,churl,"A rude, boorish, or surly person",01HWMYZTW36MQ933YWY0ZP30ZZ,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220219,911648 GRE 8E_FC_051,51,QUE_220219.xml,topic,Vocabulary,1,DUMMIES,coda,Concluding section of a musical or literary piece; something that summarizes,01HWMYZV24EEPZMYVNYH708P90,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220220,911648 GRE 8E_FC_052,52,QUE_220220.xml,topic,Vocabulary,1,DUMMIES,cognizant,The quality of being aware and understanding ,01HWMYZV8MJY4EBEFZ41EF9DC4,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220221,911648 GRE 8E_FC_053,53,QUE_220221.xml,topic,Vocabulary,1,DUMMIES,colloquial,Pertaining to common speech,01HWMYZVESHEAEW00T2332K267,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220222,911648 GRE 8E_FC_054,54,QUE_220222.xml,topic,Vocabulary,1,DUMMIES,complacency,A feeling of quiet security and satisfaction,01HWMYZVMW52DQXP5RZH31V0YW,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220223,911648 GRE 8E_FC_055,55,QUE_220223.xml,topic,Vocabulary,1,DUMMIES,congruous,Appropriate or fitting,01HWMYZVV4THQFZ9EF6N4M3YFX,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220224,911648 GRE 8E_FC_056,56,QUE_220224.xml,topic,Vocabulary,1,DUMMIES,confidante,One with whom secrets are shared,01HWMYZW1A2B8X6RDYRT2STKNP,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220225,911648 GRE 8E_FC_057,57,QUE_220225.xml,topic,Vocabulary,1,DUMMIES,consternation,Dismay; anxiety; bewilderment,01HWMYZW7ZQ6H0697EPR1S4GQT,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220226,911648 GRE 8E_FC_058,58,QUE_220226.xml,topic,Vocabulary,1,DUMMIES,contentious,Quarrelsome,01HWMYZWED4PH231JBW1RWC671,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220227,911648 GRE 8E_FC_059,59,QUE_220227.xml,topic,Vocabulary,1,DUMMIES,contrite,Penitent,01HWMYZWN5TF7J4R2M92JC1DYY,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220228,911648 GRE 8E_FC_060,60,QUE_220228.xml,topic,Vocabulary,1,DUMMIES,contumacious,Rebellious or stubborn,01HWMYZWV3A0XT4E9BZBG4C63V,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220229,911648 GRE 8E_FC_061,61,QUE_220229.xml,topic,Vocabulary,1,DUMMIES,corroborate,To make more certain or to confirm,01HWMYZX162K0A7W6MGWGKWHKK,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220230,911648 GRE 8E_FC_062,62,QUE_220230.xml,topic,Vocabulary,1,DUMMIES,countenance,The look on one's face; expression,01HWMYZX7QMNM5BBF1KZK2YR1J,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220231,911648 GRE 8E_FC_063,63,QUE_220231.xml,topic,Vocabulary,1,DUMMIES,counterpart,A person or thing resembling or complementing another,01HWMYZXDYNY70V52ZCPQ9E4XM,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220232,911648 GRE 8E_FC_064,64,QUE_220232.xml,topic,Vocabulary,1,DUMMIES,craven,Cowardly,01HWMYZXM99S2S7S0MKYD3YX1T,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220233,911648 GRE 8E_FC_065,65,QUE_220233.xml,topic,Vocabulary,1,DUMMIES,credulity,Willingness to trust too readily,01HWMYZXT96XN0HF999YVASY3D,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220234,911648 GRE 8E_FC_066,66,QUE_220234.xml,topic,Vocabulary,1,DUMMIES,cronyism,"The practice of favoring one&rsquo;s friends, especially in political appointments",01HWMYZY0EQGVATQ3XP4CQ0P5Z,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220235,911648 GRE 8E_FC_067,67,QUE_220235.xml,topic,Vocabulary,1,DUMMIES,cursory,"Hasty or superficial, as of a review",01HWMYZYE2BFE8H0QNQ10Y0XJB,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220236,911648 GRE 8E_FC_068,68,QUE_220236.xml,topic,Vocabulary,1,DUMMIES,dearth,An inadequate supply; scarcity; lack,01HWMYZYKY7SGFCPD0Y73285WR,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220237,911648 GRE 8E_FC_069,69,QUE_220237.xml,topic,Vocabulary,1,DUMMIES,decorum,Orderliness and good taste in manners,01HWMYZYSY0MHSMTV36A4CZEMA,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220238,911648 GRE 8E_FC_070,70,QUE_220238.xml,topic,Vocabulary,1,DUMMIES,deleterious,Physically harmful,01HWMYZYZVH4C7940N6G7E8KB1,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220239,911648 GRE 8E_FC_071,71,QUE_220239.xml,topic,Vocabulary,1,DUMMIES,delineate,Describe or portray precisely,01HWMYZZ5VWHYQ3ZG5T8TX15BD,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220240,911648 GRE 8E_FC_072,72,QUE_220240.xml,topic,Vocabulary,1,DUMMIES,depravity,The state of being morally bad or evil,01HWMYZZBRAFCCZFYJ5886B5V8,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220241,911648 GRE 8E_FC_073,73,QUE_220241.xml,topic,Vocabulary,1,DUMMIES,deride,To ridicule; to make fun of,01HWMYZZHPRRV4QT9PNET10DP2,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220242,911648 GRE 8E_FC_074,74,QUE_220242.xml,topic,Vocabulary,1,DUMMIES,derision,Ridicule,01HWMYZZQWZ124DNYP17VDWN5Q,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220243,911648 GRE 8E_FC_075,75,QUE_220243.xml,topic,Vocabulary,1,DUMMIES,derivative,Something obtained from another source or sources; Imitative of the work of another person (adj.) ,01HWMYZZXVYHBWD6FKJPKED74Y,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220244,911648 GRE 8E_FC_076,76,QUE_220244.xml,topic,Vocabulary,1,DUMMIES,desultory,Aimless; haphazard,01HWMZ003ZPE5YV3DSNHSSXYAK,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220245,911648 GRE 8E_FC_077,77,QUE_220245.xml,topic,Vocabulary,1,DUMMIES,diatribe,"Bitter or malicious criticism, tirade",01HWMZ009W4K82A1RRTM2KDJTH,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220246,911648 GRE 8E_FC_078,78,QUE_220246.xml,topic,Vocabulary,1,DUMMIES,didactic,"Pertaining to teaching, intended to instruct",01HWMZ00FVWH10S9SK56ZDF4KB,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220247,911648 GRE 8E_FC_079,79,QUE_220247.xml,topic,Vocabulary,1,DUMMIES,dilatory,Causing delay,01HWMZ00NT0KZHFDCZ6KWVV6AP,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220248,911648 GRE 8E_FC_080,80,QUE_220248.xml,topic,Vocabulary,1,DUMMIES,disconcert,To disturb the composure of,01HWMZ00VSAJ3326VY2NC0RDEC,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220249,911648 GRE 8E_FC_081,81,QUE_220249.xml,topic,Vocabulary,1,DUMMIES,discretion,Using one&rsquo;s own judgment; being discreet,01HWMZ0124G774901SW9GMJ7N6,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220250,911648 GRE 8E_FC_082,82,QUE_220250.xml,topic,Vocabulary,1,DUMMIES,disquiet,"Lack of calm, peace, or ease",01HWMZ0181YH8J37QNDKG3KNJ1,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220251,911648 GRE 8E_FC_083,83,QUE_220251.xml,topic,Vocabulary,1,DUMMIES,dissemble,To disguise or pretend,01HWMZ01E08YP6ACYD8GRJXTAD,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220252,911648 GRE 8E_FC_084,84,QUE_220252.xml,topic,Vocabulary,1,DUMMIES,dissolution,A breaking up into separate parts; disintegration,01HWMZ01M5GCK9FXFRR99TQK5V,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220253,911648 GRE 8E_FC_085,85,QUE_220253.xml,topic,Vocabulary,1,DUMMIES,divest,To strip; to deprive,01HWMZ01T6597BBRDWC4BDXBPE,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220254,911648 GRE 8E_FC_086,86,QUE_220254.xml,topic,Vocabulary,1,DUMMIES,divulge,"To tell or make known, generally of something secret or private",01HWMZ020461375F1FGDNZZ7N2,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220255,911648 GRE 8E_FC_087,87,QUE_220255.xml,topic,Vocabulary,1,DUMMIES,doldrums,A state of inactivity or low spirits,01HWMZ026FVWJDS0ATZ9PFGGEG,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220256,911648 GRE 8E_FC_088,88,QUE_220256.xml,topic,Vocabulary,1,DUMMIES,dubious,Doubtful,01HWMZ02CGB9B0TP9ARBK2MZG1,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220257,911648 GRE 8E_FC_089,89,QUE_220257.xml,topic,Vocabulary,1,DUMMIES,ebullient,Showing great enthusiasm or exhilaration,01HWMZ02K1B8DXSEYWQWG60MY0,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220258,911648 GRE 8E_FC_090,90,QUE_220258.xml,topic,Vocabulary,1,DUMMIES,efficacy,Power to produce an intended effect,01HWMZ02S1RER1H0SVZ5C1CXS8,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220259,911648 GRE 8E_FC_091,91,QUE_220259.xml,topic,Vocabulary,1,DUMMIES,effrontery,Shameless boldness; impudence,01HWMZ02ZFWTMKWZ3EPNFJ1X07,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220260,911648 GRE 8E_FC_092,92,QUE_220260.xml,topic,Vocabulary,1,DUMMIES,egress,Exit,01HWMZ035DGPQFHSPMC16VMM61,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220261,911648 GRE 8E_FC_093,93,QUE_220261.xml,topic,Vocabulary,1,DUMMIES,elegy,A poem lamenting the dead,01HWMZ03BV74C0S2W0XYNMM1AK,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220262,911648 GRE 8E_FC_094,94,QUE_220262.xml,topic,Vocabulary,1,DUMMIES,elicit,To draw out with skill or difficulty,01HWMZ03HW2WJSZD2MG9V8AYVT,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220263,911648 GRE 8E_FC_095,95,QUE_220263.xml,topic,Vocabulary,1,DUMMIES,elitism,Consciousness or pride in belonging to a select group,01HWMZ03QSDBTC06YRFBYDVNBC,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220264,911648 GRE 8E_FC_096,96,QUE_220264.xml,topic,Vocabulary,1,DUMMIES,embellish,To add ornamental features (to make a story more interesting or entertaining),01HWMZ03XXV97NFB99MP5H0EYH,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220265,911648 GRE 8E_FC_097,97,QUE_220265.xml,topic,Vocabulary,1,DUMMIES,emulate,Imitate,01HWMZ0444FZZPYD4RA82641PM,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220266,911648 GRE 8E_FC_098,98,QUE_220266.xml,topic,Vocabulary,1,DUMMIES,engender,To produce,01HWMZ04ANZ33BMFFE807PCTDK,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220267,911648 GRE 8E_FC_099,99,QUE_220267.xml,topic,Vocabulary,1,DUMMIES,enervate,To weaken,01HWMZ04GHD2SPF48AHTTY626W,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220268,911648 GRE 8E_FC_100,100,QUE_220268.xml,topic,Vocabulary,1,DUMMIES,ennui,Boredom,01HWMZ04PHBXHAXK7JEX5E28KC,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220269,911648 GRE 8E_FC_101,101,QUE_220269.xml,topic,Vocabulary,1,DUMMIES,ephemeral,Short-lived; fleeting,01HWMZ04WNBH868JVGNM3SAA9J,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220270,911648 GRE 8E_FC_102,102,QUE_220270.xml,topic,Vocabulary,1,DUMMIES,equanimity,Evenness of mind or temper,01HWMZ053PD5FFX3GGEX67P1ZC,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220271,911648 GRE 8E_FC_103,103,QUE_220271.xml,topic,Vocabulary,1,DUMMIES,equable,Calm; even tempered,01HWMZ05B274NQ91CP5NMAV3W2,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220272,911648 GRE 8E_FC_104,104,QUE_220272.xml,topic,Vocabulary,1,DUMMIES,equivocal,"Ambiguous, uncertain",01HWMZ05H1EAER0WQMF6B4YR6N,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220273,911648 GRE 8E_FC_105,105,QUE_220273.xml,topic,Vocabulary,1,DUMMIES,equivocate,"To use ambiguous or unclear expressions, usually to avoid commitment or to mislead",01HWMZ05Q3KN715VPHGDA6F22K,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220274,911648 GRE 8E_FC_106,106,QUE_220274.xml,topic,Vocabulary,1,DUMMIES,eradicate,To destroy completely,01HWMZ05X3SQ4KZYP749QKPCTN,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220275,911648 GRE 8E_FC_107,107,QUE_220275.xml,topic,Vocabulary,1,DUMMIES,erudite,Very learned,01HWMZ063923VYVRD102DZ0PB6,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220276,911648 GRE 8E_FC_108,108,QUE_220276.xml,topic,Vocabulary,1,DUMMIES,eschew,To keep clear of; abstain from,01HWMZ069NZNSRFAYPWK6PQYDP,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220277,911648 GRE 8E_FC_109,109,QUE_220277.xml,topic,Vocabulary,1,DUMMIES,esoteric,Hard to understand; known only by a few,01HWMZ06G2DM0MRH5P333NZ9HP,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220278,911648 GRE 8E_FC_110,110,QUE_220278.xml,topic,Vocabulary,1,DUMMIES,exacerbate,To make more sharp or severe; to make worse,01HWMZ06P4RQQXBRFX30A5630G,
3da45516-330b-4c95-a303-4d597d40dd58,PROD,QUE_220279,911648 GRE 8E_FC_111,111,QUE_220279.xml,topic,Vocabulary,1,DUMMIES,exculpate,To free from blame,01HWMZ06W3SQ244M9VVYW1M7YH,
